"","Re1..Intercept.","Re1.sd","sample","shape","BetaSigma","status","segs"
"22315",-2.515,1.803,9692,1,500,-1,29
"22316",2.493,1.849,9692,1,500,1,29
"22317",-6.57,1.46,9692,1,500,-1,28
"22318",-1.712,0.941,9692,1,500,1,28
"22319",-0.812,0.565,9692,1,500,-1,27
"22320",0.957,0.867,9692,1,500,1,27
"22321",-1.802,1.877,9692,1,500,-1,26
"22322",2.566,0.992,9692,1,500,1,26
"22323",-2.398,2.184,9692,1,500,-1,25
"22324",4.167,2.181,9692,1,500,1,25
"22325",0.263,2.701,9692,1,500,-1,24
"22326",7.595,2.609,9692,1,500,1,24
"22327",0.707,0,9692,1,500,-1,23
"22328",0.707,0.707,9692,1,500,1,23
"22329",-3.429,1.995,9692,1,500,-1,22
"22330",1.732,1.694,9692,1,500,1,22
"22331",-1.954,1.986,9692,1,500,-1,21
"22332",3.308,2.032,9692,1,500,1,21
"22333",-3.362,1.408,9692,1,500,-1,20
"22334",3.862,2.209,9692,1,500,1,20
"22335",-2.351,0.981,9692,1,500,-1,19
"22336",1.809,1.497,9692,1,500,1,19
"22337",-1.528,3.463,9692,1,500,-1,18
"22338",6.702,1.547,9692,1,500,1,18
"22339",-0.791,2.049,9692,1,500,-1,17
"22340",-0.149,7.305,9692,1,500,1,17
"22341",-6.469,1.222,9692,1,500,-1,16
"22342",-0.399,2.801,9692,1,500,1,16
"22343",-0.573,1.162,9692,1,500,-1,15
"22344",2.169,0.828,9692,1,500,1,15
"22345",-3.406,2.608,9692,1,500,-1,14
"22346",2.789,2.61,9692,1,500,1,14
"22347",-1.233,1.453,9692,1,500,-1,12
"22348",2.639,1.49,9692,1,500,1,12
"22349",1.973,1.189,9692,1,500,-1,11
"22350",6.002,1.1,9692,1,500,1,11
"22351",-9.451,2.094,9692,1,500,-1,10
"22352",3.746,3.956,9692,1,500,1,10
"22353",-4.184,2.125,9692,1,500,-1,9
"22354",3.276,2.303,9692,1,500,1,9
"22355",-4.41,1.013,9692,1,500,-1,8
"22356",1.59,2.223,9692,1,500,1,8
"22357",-5.045,1.276,9692,1,500,-1,7
"22358",2.541,2.654,9692,1,500,1,7
"22359",1.397,0.765,9692,1,500,-1,6
"22360",4.795,1.007,9692,1,500,1,6
"22361",-0.334,2.664,9692,1,500,-1,5
"22362",5.621,1.862,9692,1,500,1,5
"22363",-4.868,2.282,9692,1,500,-1,4
"22364",1.024,1.663,9692,1,500,1,4
"22365",-3.135,1.073,9692,1,500,-1,3
"22366",0.849,0.88,9692,1,500,1,3
"22367",-2.927,1.186,9692,1,500,-1,2
"22368",1.559,1.687,9692,1,500,1,2
"22369",-0.621,1.157,9692,1,500,-1,1
"22370",1.932,1.002,9692,1,500,1,1
"22371",-6.385,4.962,9701,1,500,-1,57
"22372",5.215,4.57,9701,1,500,1,57
"22373",-2.048,2.208,9701,1,500,-1,56
"22374",4.748,1.029,9701,1,500,1,56
"22375",-3.048,3.35,9701,1,500,-1,55
"22376",5.817,2.497,9701,1,500,1,55
"22377",-1.195,0.273,9701,1,500,-1,54
"22378",0.684,0.433,9701,1,500,1,54
"22379",-0.229,1.394,9701,1,500,-1,52
"22380",4.193,1.268,9701,1,500,1,52
"22381",-4.308,1.5,9701,1,500,-1,51
"22382",2.334,2.999,9701,1,500,1,51
"22383",-0.534,1.537,9701,1,500,-1,50
"22384",-0.176,4.681,9701,1,500,1,50
"22385",-3.367,3.049,9701,1,500,-1,49
"22386",3.882,1.904,9701,1,500,1,49
"22387",-6.908,2.306,9701,1,500,-1,48
"22388",5.002,3.955,9701,1,500,1,48
"22389",-1.719,3.498,9701,1,500,-1,47
"22390",5.911,1.903,9701,1,500,1,47
"22391",0.673,1.343,9701,1,500,-1,46
"22392",3.27,5.973,9701,1,500,1,46
"22393",-7.862,2.355,9701,1,500,-1,45
"22394",1.927,3.196,9701,1,500,1,45
"22395",-3.528,2.092,9701,1,500,-1,44
"22396",2.494,1.878,9701,1,500,1,44
"22397",-1.822,1.523,9701,1,500,-1,43
"22398",2.326,1.28,9701,1,500,1,43
"22399",-4.211,1.488,9701,1,500,-1,42
"22400",-0.189,1.004,9701,1,500,1,42
"22401",-2.265,2.111,9701,1,500,-1,41
"22402",3.932,1.785,9701,1,500,1,41
"22403",-3.347,0.857,9701,1,500,-1,40
"22404",-0.802,1.084,9701,1,500,1,40
"22405",-2.376,1.321,9701,1,500,-1,39
"22406",1.801,0.879,9701,1,500,1,39
"22407",-7.717,1.839,9701,1,500,-1,38
"22408",2.187,3.259,9701,1,500,1,38
"22409",-2.227,2.641,9701,1,500,-1,37
"22410",5.755,1.805,9701,1,500,1,37
"22411",-1.993,2.314,9701,1,500,-1,36
"22412",4.061,0.952,9701,1,500,1,36
"22413",-3.669,2.453,9701,1,500,-1,35
"22414",3.535,2.459,9701,1,500,1,35
"22415",-4.087,3.475,9701,1,500,-1,34
"22416",3.49,3.217,9701,1,500,1,34
"22417",-3.393,2.881,9701,1,500,-1,33
"22418",4.114,2.524,9701,1,500,1,33
"22419",-2.882,1.714,9701,1,500,-1,32
"22420",1.925,1.595,9701,1,500,1,32
"22421",0.337,1.934,9701,1,500,-1,31
"22422",5.148,1.046,9701,1,500,1,31
"22423",-6.168,2.536,9701,1,500,-1,30
"22424",-0.184,2.193,9701,1,500,1,30
"22425",-4.426,2.832,9701,1,500,-1,28
"22426",2.924,2.566,9701,1,500,1,28
"22427",-4.015,1.571,9701,1,500,-1,27
"22428",1.254,1.589,9701,1,500,1,27
"22429",-3.144,0.64,9701,1,500,-1,26
"22430",1.385,1.011,9701,1,500,1,26
"22431",-5.28,1.751,9701,1,500,-1,25
"22432",1.31,3.086,9701,1,500,1,25
"22433",-5.2,2.105,9701,1,500,-1,24
"22434",0.961,2.155,9701,1,500,1,24
"22435",-1.595,0.841,9701,1,500,-1,23
"22436",1.109,0.784,9701,1,500,1,23
"22437",-2.205,2.244,9701,1,500,-1,22
"22438",5.004,1.213,9701,1,500,1,22
"22439",-2.941,2.909,9701,1,500,-1,21
"22440",4.236,1.893,9701,1,500,1,21
"22441",-2.352,1.819,9701,1,500,-1,20
"22442",4.257,2.975,9701,1,500,1,20
"22443",0.31,0.432,9701,1,500,-1,19
"22444",2.304,0.904,9701,1,500,1,19
"22445",-4.501,1.036,9701,1,500,-1,18
"22446",1.247,1.927,9701,1,500,1,18
"22447",-1.603,3.845,9701,1,500,-1,17
"22448",7.181,2.082,9701,1,500,1,17
"22449",-7.38,1.559,9701,1,500,-1,16
"22450",2.205,1.683,9701,1,500,1,16
"22451",-2.021,1.261,9701,1,500,-1,15
"22452",2.783,1.538,9701,1,500,1,15
"22453",-1.536,1.07,9701,1,500,-1,14
"22454",2.284,1.267,9701,1,500,1,14
"22455",-2.099,0.282,9701,1,500,-1,13
"22456",-0.193,0.82,9701,1,500,1,13
"22457",-4.657,1.731,9701,1,500,-1,12
"22458",1.414,2.225,9701,1,500,1,12
"22459",-7.009,1.791,9701,1,500,-1,11
"22460",-0.432,2.244,9701,1,500,1,11
"22461",-4.172,1.727,9701,1,500,-1,10
"22462",1.268,2.374,9701,1,500,1,10
"22463",1.112,0.552,9701,1,500,-1,9
"22464",2.679,0.454,9701,1,500,1,9
"22465",-1.525,0.547,9701,1,500,-1,8
"22466",0.459,0.579,9701,1,500,1,8
"22467",-1.22,1.701,9701,1,500,-1,7
"22468",2.627,0.626,9701,1,500,1,7
"22469",-1.979,1.975,9701,1,500,-1,6
"22470",5.207,0.56,9701,1,500,1,6
"22471",-0.625,6.479,9701,1,500,-1,4
"22472",-0.583,6.489,9701,1,500,1,4
"22473",-5.012,2.516,9701,1,500,-1,3
"22474",2.006,2.458,9701,1,500,1,3
"22475",-5.726,0.448,9701,1,500,-1,2
"22476",-2.297,1.363,9701,1,500,1,2
"22477",-1.631,6.901,9701,1,500,-1,1
"22478",0.333,1.413,9701,1,500,1,1
"22479",-1.203,2.799,9706,1,500,-1,82
"22480",7.163,2.307,9706,1,500,1,82
"22481",-1.49,1.543,9706,1,500,-1,81
"22482",1.845,1.005,9706,1,500,1,81
"22483",-1.422,1.104,9706,1,500,-1,79
"22484",0.941,0.855,9706,1,500,1,79
"22485",-1.77,4.357,9706,1,500,-1,78
"22486",10.717,0.785,9706,1,500,1,78
"22487",-0.016,0.619,9706,1,500,-1,77
"22488",1.59,0.711,9706,1,500,1,77
"22489",-2.322,2.055,9706,1,500,-1,76
"22490",4.645,2.019,9706,1,500,1,76
"22491",-0.883,0.835,9706,1,500,-1,75
"22492",2.586,0.896,9706,1,500,1,75
"22493",-4.163,1.068,9706,1,500,-1,74
"22494",2.3,2.412,9706,1,500,1,74
"22495",-3.537,2.06,9706,1,500,-1,73
"22496",1.958,1.276,9706,1,500,1,73
"22497",-0.069,0.412,9706,1,500,-1,72
"22498",1.354,0.44,9706,1,500,1,72
"22499",-0.104,3.316,9706,1,500,-1,71
"22500",4.137,1.316,9706,1,500,1,71
"22501",-0.495,1.554,9706,1,500,-1,70
"22502",4.987,1.61,9706,1,500,1,70
"22503",-5.408,1.792,9706,1,500,-1,69
"22504",1.118,2.498,9706,1,500,1,69
"22505",-1.309,2.059,9706,1,500,-1,68
"22506",5.774,1.743,9706,1,500,1,68
"22507",-4.256,2.621,9706,1,500,-1,67
"22508",3.145,2.685,9706,1,500,1,67
"22509",-5.99,1.89,9706,1,500,-1,66
"22510",2.713,3.861,9706,1,500,1,66
"22511",-5.418,1.297,9706,1,500,-1,65
"22512",-2.346,0.968,9706,1,500,1,65
"22513",-3.443,1.988,9706,1,500,-1,64
"22514",1.897,2.067,9706,1,500,1,64
"22515",-2.68,1.687,9706,1,500,-1,63
"22516",2.276,1.109,9706,1,500,1,63
"22517",-2.604,0.506,9706,1,500,-1,62
"22518",-0.723,0.54,9706,1,500,1,62
"22519",-2.151,2.451,9706,1,500,-1,61
"22520",4.984,1.632,9706,1,500,1,61
"22521",-7.839,2.848,9706,1,500,-1,60
"22522",4,4.401,9706,1,500,1,60
"22523",-2.199,0.791,9706,1,500,-1,59
"22524",0.141,0.731,9706,1,500,1,59
"22525",-5.476,2.067,9706,1,500,-1,58
"22526",1.179,2.547,9706,1,500,1,58
"22527",-3.699,0.732,9706,1,500,-1,57
"22528",1.894,1.623,9706,1,500,1,57
"22529",-3.333,2.665,9706,1,500,-1,55
"22530",3.51,3.019,9706,1,500,1,55
"22531",-1.135,1.462,9706,1,500,-1,54
"22532",4.469,1.959,9706,1,500,1,54
"22533",-2.509,2.369,9706,1,500,-1,53
"22534",4.864,2.576,9706,1,500,1,53
"22535",-1.101,3.816,9706,1,500,-1,52
"22536",7.056,1.107,9706,1,500,1,52
"22537",-1.567,1.574,9706,1,500,-1,51
"22538",2.375,1.92,9706,1,500,1,51
"22539",-1.622,0.652,9706,1,500,-1,50
"22540",0.622,0.651,9706,1,500,1,50
"22541",0.077,5.721,9706,1,500,-1,49
"22542",0.796,1.356,9706,1,500,1,49
"22543",-1.032,0.751,9706,1,500,-1,48
"22544",2.211,0.834,9706,1,500,1,48
"22545",-4.673,2.176,9706,1,500,-1,47
"22546",2.074,1.963,9706,1,500,1,47
"22547",-1.123,0.526,9706,1,500,-1,46
"22548",0.531,0.574,9706,1,500,1,46
"22549",-6.072,1.522,9706,1,500,-1,45
"22550",-0.944,2.539,9706,1,500,1,45
"22551",-2.132,1.877,9706,1,500,-1,44
"22552",2.169,1.332,9706,1,500,1,44
"22553",-3.459,1.302,9706,1,500,-1,43
"22554",1.846,2.099,9706,1,500,1,43
"22555",-3.268,2.897,9706,1,500,-1,42
"22556",3.648,1.785,9706,1,500,1,42
"22557",-3.983,2.614,9706,1,500,-1,41
"22558",2.552,1.71,9706,1,500,1,41
"22559",-4.531,2.865,9706,1,500,-1,40
"22560",3.769,2.427,9706,1,500,1,40
"22561",-2.44,2.403,9706,1,500,-1,39
"22562",2.412,1.419,9706,1,500,1,39
"22563",-3.527,1.996,9706,1,500,-1,38
"22564",2.61,2.572,9706,1,500,1,38
"22565",-6.426,3.043,9706,1,500,-1,37
"22566",2.911,2.408,9706,1,500,1,37
"22567",-2.002,3.551,9706,1,500,-1,36
"22568",8.363,0.526,9706,1,500,1,36
"22569",-3.584,1.137,9706,1,500,-1,35
"22570",-0.918,0.561,9706,1,500,1,35
"22571",-7.176,2.356,9706,1,500,-1,34
"22572",-1.345,1.983,9706,1,500,1,34
"22573",-1.969,0.548,9706,1,500,-1,33
"22574",0.494,0.885,9706,1,500,1,33
"22575",-5.77,2.592,9706,1,500,-1,32
"22576",2.772,2.457,9706,1,500,1,32
"22577",-3.774,2.994,9706,1,500,-1,31
"22578",4.281,2.809,9706,1,500,1,31
"22579",-1.513,6.068,9706,1,500,-1,30
"22580",-0.366,1.42,9706,1,500,1,30
"22581",-2.339,2.117,9706,1,500,-1,29
"22582",7.827,3.527,9706,1,500,1,29
"22583",-0.479,1.025,9706,1,500,-1,28
"22584",2.129,0.39,9706,1,500,1,28
"22585",-1.243,2.058,9706,1,500,-1,27
"22586",3.305,1.081,9706,1,500,1,27
"22587",-2.643,5.9,9706,1,500,-1,26
"22588",-0.951,0.937,9706,1,500,1,26
"22589",-9.668,2.5,9706,1,500,-1,25
"22590",2.574,4.418,9706,1,500,1,25
"22591",-3.882,1.15,9706,1,500,-1,24
"22592",0.292,1.531,9706,1,500,1,24
"22593",-5.514,2.031,9706,1,500,-1,23
"22594",0.455,2.009,9706,1,500,1,23
"22595",-1.394,2.276,9706,1,500,-1,22
"22596",5.452,1.414,9706,1,500,1,22
"22597",-0.649,3.11,9706,1,500,-1,21
"22598",0.513,1.048,9706,1,500,1,21
"22599",-2.62,1.13,9706,1,500,-1,20
"22600",0.631,1.018,9706,1,500,1,20
"22601",-6.721,0.077,9706,1,500,-1,19
"22602",0.368,2.829,9706,1,500,1,19
"22603",-7.642,4.469,9706,1,500,-1,18
"22604",1.483,3.584,9706,1,500,1,18
"22605",-0.874,0.457,9706,1,500,-1,17
"22606",0.557,0.383,9706,1,500,1,17
"22607",-1.746,1.162,9706,1,500,-1,16
"22608",1.563,1.222,9706,1,500,1,16
"22609",-3.444,3.285,9706,1,500,-1,15
"22610",6.389,2.193,9706,1,500,1,15
"22611",-1.909,1.362,9706,1,500,-1,14
"22612",1.644,1.571,9706,1,500,1,14
"22613",-0.04,2.044,9706,1,500,-1,13
"22614",6.949,2.023,9706,1,500,1,13
"22615",0.849,0.658,9706,1,500,-1,12
"22616",3.335,0.84,9706,1,500,1,12
"22617",-4.976,3.172,9706,1,500,-1,11
"22618",4.053,2.969,9706,1,500,1,11
"22619",-0.551,4.952,9706,1,500,-1,10
"22620",0.098,1.064,9706,1,500,1,10
"22621",-3.736,2.394,9706,1,500,-1,9
"22622",3.519,1.687,9706,1,500,1,9
"22623",-0.118,1.913,9706,1,500,-1,8
"22624",5.157,1.165,9706,1,500,1,8
"22625",-9.046,1.658,9706,1,500,-1,7
"22626",2.746,4.358,9706,1,500,1,7
"22627",-4.315,2.23,9706,1,500,-1,6
"22628",2.806,3.029,9706,1,500,1,6
"22629",-1.366,2.496,9706,1,500,-1,5
"22630",5.273,1.212,9706,1,500,1,5
"22631",-7.16,1.785,9706,1,500,-1,4
"22632",-1.163,1.311,9706,1,500,1,4
"22633",-1.142,2.538,9706,1,500,-1,3
"22634",5.841,1.496,9706,1,500,1,3
"22635",-2.361,3.244,9706,1,500,-1,2
"22636",6.4,2.399,9706,1,500,1,2
"22637",-2.237,0.87,9706,1,500,-1,1
"22638",0.214,0.672,9706,1,500,1,1
"22639",0.757,1.21,9707,1,500,-1,73
"22640",4.65,1.335,9707,1,500,1,73
"22641",-6.67,0.271,9707,1,500,-1,72
"22642",3.335,2.268,9707,1,500,1,72
"22643",-1.028,2.178,9707,1,500,-1,71
"22644",6.472,1.605,9707,1,500,1,71
"22645",-0.349,1.459,9707,1,500,-1,70
"22646",0.824,6.113,9707,1,500,1,70
"22647",-0.458,2.269,9707,1,500,-1,69
"22648",5.973,1.046,9707,1,500,1,69
"22649",-1.002,1.012,9707,1,500,-1,68
"22650",2.008,0.979,9707,1,500,1,68
"22651",-7.302,2.887,9707,1,500,-1,67
"22652",2.24,3.866,9707,1,500,1,67
"22653",-2.368,5.3,9707,1,500,-1,66
"22654",-0.533,1.172,9707,1,500,1,66
"22655",-3.033,4.09,9707,1,500,-1,65
"22656",-1.535,1.29,9707,1,500,1,65
"22657",-4.657,2.88,9707,1,500,-1,64
"22658",2.147,2.436,9707,1,500,1,64
"22659",-1.033,2.112,9707,1,500,-1,63
"22660",5.959,1.631,9707,1,500,1,63
"22661",-1.806,0.799,9707,1,500,-1,62
"22662",0.2,0.661,9707,1,500,1,62
"22663",-3.57,1.804,9707,1,500,-1,61
"22664",1.915,1.31,9707,1,500,1,61
"22665",0.363,1.623,9707,1,500,-1,60
"22666",5.608,0.89,9707,1,500,1,60
"22667",-6.586,1.287,9707,1,500,-1,59
"22668",1.492,2.869,9707,1,500,1,59
"22669",-2.364,2.335,9707,1,500,-1,58
"22670",2.199,0.968,9707,1,500,1,58
"22671",-0.457,1.65,9707,1,500,-1,57
"22672",2.841,0.97,9707,1,500,1,57
"22673",-0.571,1.028,9707,1,500,-1,56
"22674",2.756,0.925,9707,1,500,1,56
"22675",-1.866,2.704,9707,1,500,-1,55
"22676",6.464,2.008,9707,1,500,1,55
"22677",-2.591,0.791,9707,1,500,-1,54
"22678",0.291,0.926,9707,1,500,1,54
"22679",-8.326,8.778,9707,1,500,-1,53
"22680",1.221,1.619,9707,1,500,1,53
"22681",2,2.179,9707,1,500,-1,52
"22682",3,0,9707,1,500,1,52
"22683",-3.053,2.189,9707,1,500,-1,51
"22684",4.289,2.583,9707,1,500,1,51
"22685",-1.055,1.571,9707,1,500,-1,49
"22686",5.513,1.822,9707,1,500,1,49
"22687",-3.085,2.197,9707,1,500,-1,48
"22688",2.642,1.952,9707,1,500,1,48
"22689",0.355,0.891,9707,1,500,-1,47
"22690",3.807,3.55,9707,1,500,1,47
"22691",-4.987,1.253,9707,1,500,-1,46
"22692",-1.12,1.695,9707,1,500,1,46
"22693",0.033,0.955,9707,1,500,-1,45
"22694",0.733,3.755,9707,1,500,1,45
"22695",-2.328,1.041,9707,1,500,-1,44
"22696",1.421,1.507,9707,1,500,1,44
"22697",-0.957,1.409,9707,1,500,-1,43
"22698",3.188,0.975,9707,1,500,1,43
"22699",-1.063,1.21,9707,1,500,-1,41
"22700",3.715,6.808,9707,1,500,1,41
"22701",-5.137,3.939,9707,1,500,-1,40
"22702",5.339,3.886,9707,1,500,1,40
"22703",1.066,1.468,9707,1,500,-1,39
"22704",5.422,0.431,9707,1,500,1,39
"22705",-2.342,0.748,9707,1,500,-1,38
"22706",-0.183,1.431,9707,1,500,1,38
"22707",-8.333,3.108,9707,1,500,-1,37
"22708",3.338,2.73,9707,1,500,1,37
"22709",-6.529,2.002,9707,1,500,-1,36
"22710",2.331,1.516,9707,1,500,1,36
"22711",-1.126,1.902,9707,1,500,-1,35
"22712",5.755,5.116,9707,1,500,1,35
"22713",-5.937,1.634,9707,1,500,-1,34
"22714",-1.308,0.921,9707,1,500,1,34
"22715",-5.223,1.539,9707,1,500,-1,33
"22716",0.94,2.491,9707,1,500,1,33
"22717",-1.008,1.557,9707,1,500,-1,32
"22718",-0.719,5.286,9707,1,500,1,32
"22719",-2.537,1.65,9707,1,500,-1,31
"22720",4.659,0.938,9707,1,500,1,31
"22721",-2.185,1.925,9707,1,500,-1,30
"22722",2.712,1.87,9707,1,500,1,30
"22723",-1.301,1.895,9707,1,500,-1,29
"22724",2.653,1.14,9707,1,500,1,29
"22725",-0.771,1.021,9707,1,500,-1,28
"22726",2.758,1.157,9707,1,500,1,28
"22727",-6.368,0.282,9707,1,500,-1,27
"22728",-0.415,2.82,9707,1,500,1,27
"22729",-4.682,2.505,9707,1,500,-1,26
"22730",1.818,2.568,9707,1,500,1,26
"22731",-1.195,3.141,9707,1,500,-1,25
"22732",4.685,2.381,9707,1,500,1,25
"22733",-1.611,4.087,9707,1,500,-1,24
"22734",-0.537,1.385,9707,1,500,1,24
"22735",-2.83,3.506,9707,1,500,-1,23
"22736",9.299,1.666,9707,1,500,1,23
"22737",-0.92,2.78,9707,1,500,-1,22
"22738",-0.038,0.727,9707,1,500,1,22
"22739",-5.772,2.736,9707,1,500,-1,21
"22740",2.163,3.463,9707,1,500,1,21
"22741",1.017,7.897,9707,1,500,-1,20
"22742",1.285,2.021,9707,1,500,1,20
"22743",0.168,0.19,9707,1,500,-1,19
"22744",1.191,0.427,9707,1,500,1,19
"22745",-1.348,2.536,9707,1,500,-1,18
"22746",5.22,1.582,9707,1,500,1,18
"22747",-2.151,0.933,9707,1,500,-1,17
"22748",1.101,1.139,9707,1,500,1,17
"22749",-2.862,1.36,9707,1,500,-1,16
"22750",0.97,1.431,9707,1,500,1,16
"22751",-1.269,1.283,9707,1,500,-1,15
"22752",2.241,0.965,9707,1,500,1,15
"22753",-3.159,9.586,9707,1,500,-1,13
"22754",-2.488,2.199,9707,1,500,1,13
"22755",-5.495,2.724,9707,1,500,-1,12
"22756",2.265,3.372,9707,1,500,1,12
"22757",-1.009,1.607,9707,1,500,-1,11
"22758",9.057,3.438,9707,1,500,1,11
"22759",-0.736,0.707,9707,1,500,-1,10
"22760",0.81,0.639,9707,1,500,1,10
"22761",-1.272,0.874,9707,1,500,-1,9
"22762",1.295,0.949,9707,1,500,1,9
"22763",-3.456,1.027,9707,1,500,-1,8
"22764",-0.867,0.737,9707,1,500,1,8
"22765",-7.035,3.117,9707,1,500,-1,7
"22766",1.904,2.83,9707,1,500,1,7
"22767",-9.378,0.941,9707,1,500,-1,6
"22768",-2.176,3.095,9707,1,500,1,6
"22769",-0.62,1.043,9707,1,500,-1,5
"22770",1.798,3.578,9707,1,500,1,5
"22771",0.229,1.037,9707,1,500,-1,4
"22772",3.85,1.235,9707,1,500,1,4
"22773",-3.705,4.359,9707,1,500,-1,3
"22774",-1.911,1.135,9707,1,500,1,3
"22775",-2.22,1.803,9707,1,500,-1,2
"22776",4.83,4.623,9707,1,500,1,2
"22777",-1.265,0.809,9707,1,500,-1,1
"22778",1.328,0.747,9707,1,500,1,1
"22779",-0.324,2.901,9723,1,500,-1,29
"22780",-0.288,0.882,9723,1,500,1,29
"22781",-1.375,1.012,9723,1,500,-1,28
"22782",2.017,2.903,9723,1,500,1,28
"22783",-4.705,1.828,9723,1,500,-1,27
"22784",1.595,2.131,9723,1,500,1,27
"22785",0.178,1.326,9723,1,500,-1,26
"22786",1.307,5.081,9723,1,500,1,26
"22787",-0.869,1.17,9723,1,500,-1,25
"22788",4.098,1.948,9723,1,500,1,25
"22789",0.33,0.9,9723,1,500,-1,24
"22790",2.799,0.748,9723,1,500,1,24
"22791",-2.215,0.756,9723,1,500,-1,23
"22792",0.093,0.931,9723,1,500,1,23
"22793",0.471,0.667,9723,1,500,-1,22
"22794",0.707,0,9723,1,500,1,22
"22795",-15.584,3.25,9723,1,500,-1,21
"22796",0.785,6.854,9723,1,500,1,21
"22797",-1.919,1.375,9723,1,500,-1,20
"22798",1.951,1.38,9723,1,500,1,20
"22799",-2.933,1.029,9723,1,500,-1,19
"22800",0.58,1.23,9723,1,500,1,19
"22801",-8.551,1.701,9723,1,500,-1,18
"22802",-2.788,5.218,9723,1,500,1,18
"22803",-1.661,0.636,9723,1,500,-1,17
"22804",0.527,0.717,9723,1,500,1,17
"22805",-3.213,1.325,9723,1,500,-1,16
"22806",-0.018,1.428,9723,1,500,1,16
"22807",-0.759,0.637,9723,1,500,-1,15
"22808",1.547,1.068,9723,1,500,1,15
"22809",-3.615,1.599,9723,1,500,-1,14
"22810",1.384,1.603,9723,1,500,1,14
"22811",-3.916,2.075,9723,1,500,-1,13
"22812",2.784,1.942,9723,1,500,1,13
"22813",-3.192,0.864,9723,1,500,-1,12
"22814",-1.002,0.67,9723,1,500,1,12
"22815",-0.847,1.26,9723,1,500,-1,11
"22816",2.768,0.913,9723,1,500,1,11
"22817",-1.956,1.285,9723,1,500,-1,10
"22818",3.814,1.083,9723,1,500,1,10
"22819",-1.528,1.59,9723,1,500,-1,9
"22820",2.405,0.922,9723,1,500,1,9
"22821",-3.56,3.062,9723,1,500,-1,8
"22822",3.43,2.374,9723,1,500,1,8
"22823",-1.703,1.613,9723,1,500,-1,7
"22824",2.489,1.197,9723,1,500,1,7
"22825",-2.257,1.805,9723,1,500,-1,6
"22826",2.604,1.66,9723,1,500,1,6
"22827",-2.955,1.746,9723,1,500,-1,5
"22828",1.129,1.494,9723,1,500,1,5
"22829",-3.596,3.198,9723,1,500,-1,4
"22830",7.488,1.76,9723,1,500,1,4
"22831",-1.867,1.427,9723,1,500,-1,3
"22832",2.059,1.337,9723,1,500,1,3
"22833",0.471,0.667,9723,1,500,-1,2
"22834",0.707,0,9723,1,500,1,2
"22835",-1.47,2.051,9723,1,500,-1,1
"22836",4.739,1.955,9723,1,500,1,1
"22837",-0.691,2.9,9732,1,500,-1,39
"22838",6.06,1.455,9732,1,500,1,39
"22839",-1.387,1.198,9732,1,500,-1,38
"22840",1.532,0.656,9732,1,500,1,38
"22841",-0.639,2.532,9732,1,500,-1,37
"22842",6.691,1.101,9732,1,500,1,37
"22843",-5.194,0.819,9732,1,500,-1,36
"22844",0.443,2.109,9732,1,500,1,36
"22845",-5.026,2.258,9732,1,500,-1,35
"22846",1.368,2.345,9732,1,500,1,35
"22847",-2.72,1.494,9732,1,500,-1,34
"22848",0.353,1.586,9732,1,500,1,34
"22849",-1.902,3.925,9732,1,500,-1,33
"22850",6.359,2.424,9732,1,500,1,33
"22851",-1.374,1.918,9732,1,500,-1,32
"22852",4.53,2.388,9732,1,500,1,32
"22853",-3.072,2.259,9732,1,500,-1,30
"22854",4.258,1.776,9732,1,500,1,30
"22855",-2.765,1.053,9732,1,500,-1,29
"22856",0.688,0.927,9732,1,500,1,29
"22857",-0.325,0.91,9732,1,500,-1,28
"22858",1.03,2.601,9732,1,500,1,28
"22859",-0.452,1.103,9732,1,500,-1,27
"22860",5.797,2.822,9732,1,500,1,27
"22861",-0.825,1.516,9732,1,500,-1,26
"22862",4.428,2.331,9732,1,500,1,26
"22863",-4.158,4.319,9732,1,500,-1,25
"22864",5.22,2.859,9732,1,500,1,25
"22865",0.332,0.697,9732,1,500,-1,24
"22866",2.36,0.704,9732,1,500,1,24
"22867",-0.307,1.04,9732,1,500,-1,23
"22868",1.907,0.44,9732,1,500,1,23
"22869",-1.405,4.651,9732,1,500,-1,22
"22870",1.133,1.699,9732,1,500,1,22
"22871",-3.778,2.226,9732,1,500,-1,21
"22872",2.904,2.747,9732,1,500,1,21
"22873",-3.584,4.466,9732,1,500,-1,20
"22874",8.82,2.741,9732,1,500,1,20
"22875",-4.583,1.603,9732,1,500,-1,19
"22876",0.358,1.767,9732,1,500,1,19
"22877",-3.587,2.62,9732,1,500,-1,18
"22878",3.941,2.48,9732,1,500,1,18
"22879",-0.692,2.456,9732,1,500,-1,17
"22880",5.567,1.136,9732,1,500,1,17
"22881",-0.701,1.001,9732,1,500,-1,16
"22882",3.08,0.991,9732,1,500,1,16
"22883",-2.893,2.463,9732,1,500,-1,15
"22884",5.221,1.916,9732,1,500,1,15
"22885",-1.403,4.565,9732,1,500,-1,14
"22886",1.349,1.611,9732,1,500,1,14
"22887",-1.263,2.211,9732,1,500,-1,13
"22888",3.197,1.246,9732,1,500,1,13
"22889",-1.397,1.234,9732,1,500,-1,12
"22890",1.793,1.099,9732,1,500,1,12
"22891",0.457,0.614,9732,1,500,-1,11
"22892",3.663,1.021,9732,1,500,1,11
"22893",-2.922,1.109,9732,1,500,-1,10
"22894",0.58,1.665,9732,1,500,1,10
"22895",-2.094,0.948,9732,1,500,-1,9
