"","Re1..Intercept.","Re1.sd","sample","shape","BetaSigma","status","segs"
"599",0.334,4.049,10122,1,500,-1,18
"600",0.436,4.045,10122,1,500,1,18
"601",0.4,1.659,10122,1,500,-1,17
"602",5.014,1.702,10122,1,500,1,17
"603",-1.501,4.267,10122,1,500,-1,16
"604",0.319,1.197,10122,1,500,1,16
"605",-3.665,1.868,10122,1,500,-1,15
"606",2.572,2.592,10122,1,500,1,15
"607",-1.931,1.168,10122,1,500,-1,14
"608",1.361,1.146,10122,1,500,1,14
"609",-2.881,1.339,10122,1,500,-1,13
"610",1.535,1.683,10122,1,500,1,13
"611",-1.547,4.96,10122,1,500,-1,12
"612",0.814,1.889,10122,1,500,1,12
"613",-3,0,10122,1,500,-1,11
"614",-1.048,2.35,10122,1,500,1,11
"615",-3.407,1.241,10122,1,500,-1,10
"616",0.011,0.668,10122,1,500,1,10
"617",-4.287,0.946,10122,1,500,-1,9
"618",2.229,1.804,10122,1,500,1,9
"619",-1.155,2.555,10122,1,500,-1,8
"620",4.571,1.368,10122,1,500,1,8
"621",-2.829,3.303,10122,1,500,-1,7
"622",3.083,1.446,10122,1,500,1,7
"623",-0.911,0.277,10122,1,500,-1,6
"624",0.175,0.544,10122,1,500,1,6
"625",-0.259,2.472,10122,1,500,-1,5
"626",5.344,1.301,10122,1,500,1,5
"627",-1.438,1.927,10122,1,500,-1,4
"628",2.996,1.189,10122,1,500,1,4
"629",-0.489,0.344,10122,1,500,-1,3
"630",0.911,0.465,10122,1,500,1,3
"631",-5.447,3.687,10122,1,500,-1,2
"632",0.411,2.045,10122,1,500,1,2
"633",-2.101,2.824,10122,1,500,-1,1
"634",5.95,2.061,10122,1,500,1,1
"635",-4.314,1.015,10126,1,500,-1,46
"636",1.395,1.115,10126,1,500,1,46
"637",-4.374,1.316,10126,1,500,-1,45
"638",1.465,2.459,10126,1,500,1,45
"639",-3.73,2.013,10126,1,500,-1,44
"640",4.257,2.671,10126,1,500,1,44
"641",-1.791,2.099,10126,1,500,-1,42
"642",3.004,1.703,10126,1,500,1,42
"643",0.265,0.849,10126,1,500,-1,41
"644",2.779,0.791,10126,1,500,1,41
"645",-5.419,1.352,10126,1,500,-1,40
"646",0.515,1.728,10126,1,500,1,40
"647",-0.96,4.508,10126,1,500,-1,39
"648",2.711,1.773,10126,1,500,1,39
"649",-4.926,5.952,10126,1,500,-1,38
"650",2.859,2.194,10126,1,500,1,38
"651",-0.588,2.2,10126,1,500,-1,37
"652",6.337,1.472,10126,1,500,1,37
"653",-4.156,2.266,10126,1,500,-1,36
"654",2.549,2.429,10126,1,500,1,36
"655",-0.885,2.648,10126,1,500,-1,35
"656",7.541,2.17,10126,1,500,1,35
"657",-2.614,3.27,10126,1,500,-1,34
"658",8.711,3.257,10126,1,500,1,34
"659",-4.33,2.742,10126,1,500,-1,33
"660",4.411,2.83,10126,1,500,1,33
"661",-3.465,4.428,10126,1,500,-1,32
"662",-0.301,1.462,10126,1,500,1,32
"663",-0.681,1.541,10126,1,500,-1,30
"664",4.478,2.089,10126,1,500,1,30
"665",-1.451,2.656,10126,1,500,-1,29
"666",7.541,1.758,10126,1,500,1,29
"667",-3.617,1.541,10126,1,500,-1,28
"668",1.942,1.674,10126,1,500,1,28
"669",-0.288,0.281,10126,1,500,-1,27
"670",1.889,0.84,10126,1,500,1,27
"671",-6.271,1.887,10126,1,500,-1,26
"672",-0.27,2.21,10126,1,500,1,26
"673",-1.324,1.697,10126,1,500,-1,25
"674",3.059,1.505,10126,1,500,1,25
"675",-5.708,2.092,10126,1,500,-1,24
"676",1.65,2.584,10126,1,500,1,24
"677",-0.793,2.075,10126,1,500,-1,23
"678",4.818,1.973,10126,1,500,1,23
"679",-0.914,1.584,10126,1,500,-1,22
"680",5.251,1.471,10126,1,500,1,22
"681",0.592,1.19,10126,1,500,-1,20
"682",7.246,2.544,10126,1,500,1,20
"683",0.723,0.54,10126,1,500,-1,19
"684",2.604,0.506,10126,1,500,1,19
"685",-5.323,1.49,10126,1,500,-1,18
"686",-1.183,1.898,10126,1,500,1,18
"687",-0.216,1.963,10126,1,500,-1,17
"688",3.708,0.96,10126,1,500,1,17
"689",-3.315,1.405,10126,1,500,-1,16
"690",-0.146,1.632,10126,1,500,1,16
"691",-8.48,4.719,10126,1,500,-1,15
"692",3.848,5.675,10126,1,500,1,15
"693",-4.1,1.825,10126,1,500,-1,14
"694",4.661,3.082,10126,1,500,1,14
"695",-2.253,2.742,10126,1,500,-1,13
"696",5.067,2.53,10126,1,500,1,13
"697",-1.502,0.262,10126,1,500,-1,12
"698",0.158,0.354,10126,1,500,1,12
"699",-5.003,0.549,10126,1,500,-1,11
"700",-0.628,2.029,10126,1,500,1,11
"701",-2.265,1.401,10126,1,500,-1,10
"702",2.64,2.922,10126,1,500,1,10
"703",-1.024,2.194,10126,1,500,-1,9
"704",4.522,1.39,10126,1,500,1,9
"705",-4.541,1.775,10126,1,500,-1,8
"706",1,2.936,10126,1,500,1,8
"707",0.849,0.658,10126,1,500,-1,7
"708",3.335,0.84,10126,1,500,1,7
"709",-3.821,2.02,10126,1,500,-1,6
"710",0.691,1.527,10126,1,500,1,6
"711",-1.714,1.663,10126,1,500,-1,5
"712",3.125,2.588,10126,1,500,1,5
"713",-2.317,1.876,10126,1,500,-1,4
"714",3.084,0.782,10126,1,500,1,4
"715",-2.525,5.181,10126,1,500,-1,3
"716",8.697,1.037,10126,1,500,1,3
"717",2.786,2.62,10126,1,500,-1,2
"718",8.969,1.138,10126,1,500,1,2
"719",-4.425,2.726,10126,1,500,-1,1
"720",3.02,2.92,10126,1,500,1,1
"721",-7.393,2.475,10127,1,500,-1,82
"722",0.49,3.489,10127,1,500,1,82
"723",-2.041,1.285,10127,1,500,-1,81
"724",2.191,1.477,10127,1,500,1,81
"725",0.459,0.849,10127,1,500,-1,80
"726",0.754,4.169,10127,1,500,1,80
"727",-4.125,1.268,10127,1,500,-1,79
"728",1.6,1.491,10127,1,500,1,79
"729",-3.853,1.398,10127,1,500,-1,78
"730",0.689,1.328,10127,1,500,1,78
"731",-4.271,2.512,10127,1,500,-1,77
"732",9.27,0.855,10127,1,500,1,77
"733",-4.233,2.729,10127,1,500,-1,76
"734",-1.132,0.874,10127,1,500,1,76
"735",-1.875,1.98,10127,1,500,-1,75
"736",3.074,1.147,10127,1,500,1,75
"737",-3.024,1.752,10127,1,500,-1,74
"738",0.558,10.509,10127,1,500,1,74
"739",-6.313,2.091,10127,1,500,-1,73
"740",0.237,2.669,10127,1,500,1,73
"741",-6.015,2.784,10127,1,500,-1,72
"742",1.69,2.399,10127,1,500,1,72
"743",-0.931,1.423,10127,1,500,-1,71
"744",6.733,2.552,10127,1,500,1,71
"745",-1.697,1.893,10127,1,500,-1,70
"746",3.524,1.236,10127,1,500,1,70
"747",-3.797,2.43,10127,1,500,-1,69
"748",3.421,1.332,10127,1,500,1,69
"749",-0.136,0.669,10127,1,500,-1,68
"750",1.863,2.113,10127,1,500,1,68
"751",-1.565,1.252,10127,1,500,-1,67
"752",2.27,1.007,10127,1,500,1,67
"753",-7.71,2.962,10127,1,500,-1,66
"754",1.172,3.622,10127,1,500,1,66
"755",-5.188,1.435,10127,1,500,-1,65
"756",0.334,2.177,10127,1,500,1,65
"757",1.029,4.898,10127,1,500,-1,64
"758",1.036,4.888,10127,1,500,1,64
"759",0.106,0.989,10127,1,500,-1,63
"760",0.151,2.68,10127,1,500,1,63
"761",-0.869,1.612,10127,1,500,-1,62
"762",4.665,0.59,10127,1,500,1,62
"763",-1.974,1.781,10127,1,500,-1,61
"764",3.119,1.448,10127,1,500,1,61
"765",-2.901,1.145,10127,1,500,-1,60
"766",0.44,1.114,10127,1,500,1,60
"767",-1.323,4.049,10127,1,500,-1,59
"768",0.172,1.006,10127,1,500,1,59
"769",-4.745,0.927,10127,1,500,-1,58
"770",0.259,2.071,10127,1,500,1,58
"771",-4.243,1.985,10127,1,500,-1,57
"772",2.456,2.678,10127,1,500,1,57
"773",-7.338,1.654,10127,1,500,-1,56
"774",-1.898,1.435,10127,1,500,1,56
"775",-1.622,0.983,10127,1,500,-1,55
"776",4.755,2.442,10127,1,500,1,55
"777",-2.072,1.743,10127,1,500,-1,54
"778",2.482,0.914,10127,1,500,1,54
"779",-6.67,1.625,10127,1,500,-1,53
"780",-0.43,2.302,10127,1,500,1,53
"781",-2.217,1.514,10127,1,500,-1,52
"782",5.029,2.015,10127,1,500,1,52
"783",-1.123,1.324,10127,1,500,-1,51
"784",2.749,1.194,10127,1,500,1,51
"785",-5.052,3.428,10127,1,500,-1,50
"786",2.691,1.833,10127,1,500,1,50
"787",-4.825,1.096,10127,1,500,-1,49
"788",-1.094,1.044,10127,1,500,1,49
"789",-4.602,2.071,10127,1,500,-1,48
"790",0.024,1.68,10127,1,500,1,48
"791",-2.371,1.926,10127,1,500,-1,47
"792",1.912,1.461,10127,1,500,1,47
"793",-1.856,1.022,10127,1,500,-1,46
"794",-0.102,4.545,10127,1,500,1,46
"795",-0.353,3.555,10127,1,500,-1,45
"796",-0.344,3.561,10127,1,500,1,45
"797",0.199,1.421,10127,1,500,-1,44
"798",3.944,0.541,10127,1,500,1,44
"799",-0.566,1.061,10127,1,500,-1,43
"800",2.908,1.327,10127,1,500,1,43
"801",-5.529,1.224,10127,1,500,-1,42
"802",-0.293,2.488,10127,1,500,1,42
"803",-1.291,2.321,10127,1,500,-1,41
"804",3.664,1.924,10127,1,500,1,41
"805",0.542,0.565,10127,1,500,-1,40
"806",1.573,2.473,10127,1,500,1,40
"807",-1.741,1.936,10127,1,500,-1,39
"808",2.524,0.919,10127,1,500,1,39
"809",0.171,1.925,10127,1,500,-1,38
"810",7.801,2.567,10127,1,500,1,38
"811",-1.03,1.279,10127,1,500,-1,37
"812",1.651,1.018,10127,1,500,1,37
"813",-1.399,1.593,10127,1,500,-1,36
"814",3.17,2.112,10127,1,500,1,36
"815",-3.173,1.068,10127,1,500,-1,35
"816",0.738,1.227,10127,1,500,1,35
"817",0.707,0,10127,1,500,-1,34
"818",0.707,0.707,10127,1,500,1,34
"819",-1.542,2.994,10127,1,500,-1,33
"820",10.041,4.297,10127,1,500,1,33
"821",2.155,2.206,10127,1,500,-1,32
"822",10.198,6.28,10127,1,500,1,32
"823",-0.015,1.874,10127,1,500,-1,31
"824",4.316,1.086,10127,1,500,1,31
"825",-2.939,2.128,10127,1,500,-1,30
"826",4.778,1.878,10127,1,500,1,30
"827",-4.598,2.019,10127,1,500,-1,29
"828",1.539,1.737,10127,1,500,1,29
"829",-1.991,0.361,10127,1,500,-1,28
"830",-0.681,0.438,10127,1,500,1,28
"831",-2.102,1.949,10127,1,500,-1,27
"832",2.193,1.402,10127,1,500,1,27
"833",-0.041,7.373,10127,1,500,-1,26
"834",0.772,1.888,10127,1,500,1,26
"835",-4.093,2.836,10127,1,500,-1,25
"836",4.055,2.534,10127,1,500,1,25
"837",-3.135,0.842,10127,1,500,-1,24
"838",-0.937,0.243,10127,1,500,1,24
"839",-1.574,0.755,10127,1,500,-1,23
"840",0.169,0.751,10127,1,500,1,23
"841",-3.439,1.744,10127,1,500,-1,22
"842",-0.231,6.416,10127,1,500,1,22
"843",-4.967,2.969,10127,1,500,-1,21
"844",3.354,3.18,10127,1,500,1,21
"845",-1.267,0.869,10127,1,500,-1,20
"846",1.317,0.776,10127,1,500,1,20
"847",-0.965,1.991,10127,1,500,-1,19
"848",4.013,1.246,10127,1,500,1,19
"849",-0.818,1.566,10127,1,500,-1,18
"850",3,0,10127,1,500,1,18
"851",-3.243,2.554,10127,1,500,-1,17
"852",2.567,2.012,10127,1,500,1,17
"853",-2.547,0.541,10127,1,500,-1,16
"854",-0.182,1.077,10127,1,500,1,16
"855",-3.941,2.701,10127,1,500,-1,15
"856",2.607,2.546,10127,1,500,1,15
"857",-6.204,0.814,10127,1,500,-1,14
"858",1.129,2.964,10127,1,500,1,14
"859",-3.05,3.876,10127,1,500,-1,13
"860",6.696,2.661,10127,1,500,1,13
"861",-7.014,2.031,10127,1,500,-1,12
"862",2.186,3.033,10127,1,500,1,12
"863",-6.676,2.248,10127,1,500,-1,11
"864",3.371,3.389,10127,1,500,1,11
"865",-1.941,3.384,10127,1,500,-1,10
"866",6.981,1.641,10127,1,500,1,10
"867",-4.766,1.59,10127,1,500,-1,9
"868",0.225,2.402,10127,1,500,1,9
"869",-2.886,1.124,10127,1,500,-1,8
"870",1.043,1.884,10127,1,500,1,8
"871",-2.359,0.981,10127,1,500,-1,7
"872",1.248,1.723,10127,1,500,1,7
"873",-0.486,1.775,10127,1,500,-1,6
"874",6.54,1.181,10127,1,500,1,6
"875",-1.257,2.781,10127,1,500,-1,4
"876",3.298,1.466,10127,1,500,1,4
"877",-1.828,1.526,10127,1,500,-1,3
"878",4.254,0.827,10127,1,500,1,3
"879",-6.393,3.925,10127,1,500,-1,2
"880",2.644,3.893,10127,1,500,1,2
"881",0.101,2.948,10127,1,500,-1,1
"882",6.746,0.786,10127,1,500,1,1
"883",-6.015,1.788,10128,1,500,-1,16
"884",-0.613,1.618,10128,1,500,1,16
"885",-2.767,2.205,10128,1,500,-1,15
"886",2.611,1.579,10128,1,500,1,15
"887",0.567,2.122,10128,1,500,-1,14
"888",1.051,0.798,10128,1,500,1,14
"889",-4.683,1.57,10128,1,500,-1,13
"890",0.589,2.13,10128,1,500,1,13
"891",-1.235,1.509,10128,1,500,-1,12
"892",2.033,0.901,10128,1,500,1,12
"893",-2.4,3.202,10128,1,500,-1,11
"894",5.928,1.544,10128,1,500,1,11
"895",-3.598,1.162,10128,1,500,-1,10
"896",1.433,1.486,10128,1,500,1,10
"897",-3.31,2.648,10128,1,500,-1,9
"898",1.297,1.336,10128,1,500,1,9
"899",-0.389,0.804,10128,1,500,-1,8
"900",2.286,0.837,10128,1,500,1,8
"901",-2.759,2.355,10128,1,500,-1,7
"902",2.859,1.089,10128,1,500,1,7
"903",-2.454,1.37,10128,1,500,-1,6
"904",2.699,2.43,10128,1,500,1,6
"905",-3.884,1.11,10128,1,500,-1,5
"906",0.157,1.433,10128,1,500,1,5
"907",-2.133,4.266,10128,1,500,-1,4
"908",0.543,0.987,10128,1,500,1,4
"909",-0.745,0.843,10128,1,500,-1,3
"910",2.499,1.041,10128,1,500,1,3
"911",-4.116,1.403,10128,1,500,-1,2
"912",-0.404,1.6,10128,1,500,1,2
"913",0.609,0.821,10128,1,500,-1,1
"914",4.313,0.966,10128,1,500,1,1
"915",0.311,3.375,10130,1,500,-1,41
"916",8.848,2.179,10130,1,500,1,41
"917",-2.521,2.692,10130,1,500,-1,40
"918",3.917,2.123,10130,1,500,1,40
"919",-1.955,1.38,10130,1,500,-1,39
"920",1.428,0.88,10130,1,500,1,39
"921",-2.58,2.765,10130,1,500,-1,38
"922",4.415,2.208,10130,1,500,1,38
"923",-0.528,4.124,10130,1,500,-1,37
"924",8.349,1.209,10130,1,500,1,37
"925",-2.643,1.241,10130,1,500,-1,36
"926",1.789,1.855,10130,1,500,1,36
"927",-1.214,1.708,10130,1,500,-1,35
"928",1.985,4.605,10130,1,500,1,35
"929",-2.126,4.282,10130,1,500,-1,34
"930",1.577,1.687,10130,1,500,1,34
"931",4.165,2.701,10130,1,500,-1,33
"932",9.505,1.087,10130,1,500,1,33
"933",-2.57,1.906,10130,1,500,-1,32
"934",4.474,2.443,10130,1,500,1,32
"935",-1,0,10130,1,500,-1,31
"936",-0.333,1.374,10130,1,500,1,31
"937",-4.306,1.07,10130,1,500,-1,30
"938",-1.261,0.932,10130,1,500,1,30
"939",-0.667,1.085,10130,1,500,-1,29
"940",2.953,1.153,10130,1,500,1,29
"941",-1.428,1.128,10130,1,500,-1,28
"942",1.89,0.985,10130,1,500,1,28
"943",-2.396,2.025,10130,1,500,-1,27
"944",2.996,1.758,10130,1,500,1,27
"945",-3.31,2.046,10130,1,500,-1,26
"946",5.279,2.357,10130,1,500,1,26
"947",2.769,1.476,10130,1,500,-1,25
"948",6,0,10130,1,500,1,25
"949",-1.183,0.782,10130,1,500,-1,24
"950",1.397,0.923,10130,1,500,1,24
"951",-2.379,2.517,10130,1,500,-1,23
"952",5.171,2.038,10130,1,500,1,23
"953",-3.868,2.031,10130,1,500,-1,22
"954",4.664,2.106,10130,1,500,1,22
"955",-2.263,2.219,10130,1,500,-1,21
"956",1.954,1.02,10130,1,500,1,21
"957",0.684,1.825,10130,1,500,-1,20
"958",5.816,0.905,10130,1,500,1,20
"959",-3.476,0.782,10130,1,500,-1,19
"960",0.793,1.423,10130,1,500,1,19
"961",-5.655,2.163,10130,1,500,-1,18
"962",3.034,3.586,10130,1,500,1,18
"963",-3.359,2.288,10130,1,500,-1,17
"964",1.269,1.131,10130,1,500,1,17
"965",-0.651,0.168,10130,1,500,-1,16
"966",-0.164,0.128,10130,1,500,1,16
"967",-1.57,1.43,10130,1,500,-1,15
"968",2.441,0.807,10130,1,500,1,15
"969",-3.696,1.388,10130,1,500,-1,14
"970",1.53,1.273,10130,1,500,1,14
"971",2.74,1.229,10130,1,500,-1,12
"972",6.922,1.29,10130,1,500,1,12
"973",-2.469,2.221,10130,1,500,-1,10
"974",2.88,0.757,10130,1,500,1,10
"975",-10.509,3.158,10130,1,500,-1,9
"976",1.213,5.635,10130,1,500,1,9
"977",-9.041,2.77,10130,1,500,-1,8
"978",0.089,3.014,10130,1,500,1,8
"979",-4.682,1.723,10130,1,500,-1,7
"980",2.466,2.132,10130,1,500,1,7
"981",-2.268,2.698,10130,1,500,-1,6
"982",4.564,1.787,10130,1,500,1,6
"983",-2.423,2.341,10130,1,500,-1,5
"984",8.499,1.371,10130,1,500,1,5
"985",0.618,0.559,10130,1,500,-1,4
"986",2.632,0.583,10130,1,500,1,4
"987",-1.425,0.746,10130,1,500,-1,3
"988",0.82,0.681,10130,1,500,1,3
"989",-4.364,1.324,10130,1,500,-1,2
"990",-1.553,0.843,10130,1,500,1,2
"991",-0.429,3.927,10130,1,500,-1,1
"992",-0.389,3.936,10130,1,500,1,1
"993",-1.93,5.845,10131,1,500,-1,24
"994",1.945,1.869,10131,1,500,1,24
"995",-0.738,2.222,10131,1,500,-1,23
"996",5.879,1.69,10131,1,500,1,23
"997",-5.28,2.093,10131,1,500,-1,22
"998",1.558,2.272,10131,1,500,1,22
"999",-2.31,6.916,10131,1,500,-1,21
"1000",0.858,2.048,10131,1,500,1,21
"1001",-1.051,0.961,10131,1,500,-1,20
"1002",0.618,3.125,10131,1,500,1,20
"1003",-1.951,2.253,10131,1,500,-1,19
"1004",3.507,1.466,10131,1,500,1,19
"1005",-3.5,2.848,10131,1,500,-1,18
"1006",-0.172,0.848,10131,1,500,1,18
"1007",-1.676,2.075,10131,1,500,-1,16
"1008",2.808,1.126,10131,1,500,1,16
"1009",-1.749,1.419,10131,1,500,-1,15
"1010",1.958,1.239,10131,1,500,1,15
"1011",-0.312,1.273,10131,1,500,-1,14
"1012",3.176,1.017,10131,1,500,1,14
"1013",1.128,1.797,10131,1,500,-1,13
"1014",2.331,6.35,10131,1,500,1,13
"1015",-5.28,2.03,10131,1,500,-1,12
"1016",2.918,2.535,10131,1,500,1,12
"1017",-1.872,0.834,10131,1,500,-1,11
"1018",0.576,0.799,10131,1,500,1,11
"1019",-0.708,2.606,10131,1,500,-1,10
"1020",4.86,2.684,10131,1,500,1,10
"1021",-1.655,1.995,10131,1,500,-1,9
"1022",2.498,1.237,10131,1,500,1,9
"1023",-2.597,1.131,10131,1,500,-1,8
"1024",1.153,0.886,10131,1,500,1,8
"1025",-3.491,1.232,10131,1,500,-1,7
"1026",0.326,4.128,10131,1,500,1,7
"1027",-7.37,1.983,10131,1,500,-1,6
"1028",-1.418,2.201,10131,1,500,1,6
"1029",-2.223,0.306,10131,1,500,-1,5
"1030",0.034,1.207,10131,1,500,1,5
"1031",-11.251,3.309,10131,1,500,-1,4
"1032",-0.241,2.378,10131,1,500,1,4
"1033",-1.125,2.805,10131,1,500,-1,3
"1034",4.864,1.571,10131,1,500,1,3
"1035",-3.241,1.709,10131,1,500,-1,2
"1036",1.056,1.409,10131,1,500,1,2
"1037",-0.595,2.091,10131,1,500,-1,1
"1038",5.746,1.426,10131,1,500,1,1
"1039",-1.714,1.808,10136,1,500,-1,9
"1040",2.951,1.564,10136,1,500,1,9
"1041",-3.015,1.558,10136,1,500,-1,8
"1042",2.267,1.457,10136,1,500,1,8
"1043",-4.327,2.119,10136,1,500,-1,7
"1044",2.593,2.471,10136,1,500,1,7
"1045",-6.282,2.344,10136,1,500,-1,6
"1046",2.034,2.605,10136,1,500,1,6
"1047",-5.099,0.85,10136,1,500,-1,5
"1048",-1.137,1.286,10136,1,500,1,5
"1049",0.642,0.828,10136,1,500,-1,4
"1050",4.204,1.076,10136,1,500,1,4
"1051",-1.829,0.335,10136,1,500,-1,3
"1052",0.252,0.969,10136,1,500,1,3
"1053",-4.375,2.598,10136,1,500,-1,2
"1054",2.782,2.756,10136,1,500,1,2
"1055",-2.448,1.912,10136,1,500,-1,1
"1056",1.78,1.769,10136,1,500,1,1
"1057",-1.579,1.571,10171,1,500,-1,30
"1058",3.791,1.717,10171,1,500,1,30
"1059",-1.799,1.01,10171,1,500,-1,29
"1060",1.201,1.442,10171,1,500,1,29
"1061",-1.127,2.675,10171,1,500,-1,28
"1062",5.614,1.492,10171,1,500,1,28
"1063",-0.235,2.268,10171,1,500,-1,27
"1064",5.504,1.387,10171,1,500,1,27
"1065",-7.76,2.045,10171,1,500,-1,26
"1066",1.767,3.561,10171,1,500,1,26
"1067",-3.499,1.846,10171,1,500,-1,25
"1068",2.554,2.262,10171,1,500,1,25
"1069",-2.478,2.892,10171,1,500,-1,23
"1070",4.984,1.432,10171,1,500,1,23
"1071",-5.373,1.876,10171,1,500,-1,22
"1072",0.692,2.398,10171,1,500,1,22
"1073",-1.088,1.156,10171,1,500,-1,21
"1074",1.792,1.238,10171,1,500,1,21
"1075",-2.017,0.787,10171,1,500,-1,20
"1076",-0.13,0.416,10171,1,500,1,20
"1077",-1.185,3.362,10171,1,500,-1,19
"1078",6.073,1.726,10171,1,500,1,19
"1079",-2.472,1.291,10171,1,500,-1,18
"1080",1.857,1.699,10171,1,500,1,18
"1081",-4.544,1.234,10171,1,500,-1,17
"1082",1.711,2.916,10171,1,500,1,17
"1083",-4.821,3.509,10171,1,500,-1,16
"1084",4.257,2.79,10171,1,500,1,16
"1085",-1.067,1.067,10171,1,500,-1,15
"1086",1.986,0.773,10171,1,500,1,15
"1087",-3.276,0.706,10171,1,500,-1,14
"1088",0.627,1.282,10171,1,500,1,14
"1089",2.486,2.539,10171,1,500,-1,13
"1090",10.259,2.529,10171,1,500,1,13
"1091",0.819,2.629,10171,1,500,-1,12
"1092",8.129,3.152,10171,1,500,1,12
"1093",-2.133,0.86,10171,1,500,-1,11
"1094",2.978,1.602,10171,1,500,1,11
"1095",2.269,1.503,10171,1,500,-1,10
"1096",5.87,0.959,10171,1,500,1,10
"1097",-5.706,1.298,10171,1,500,-1,9
"1098",1.497,2.567,10171,1,500,1,9
"1099",-3.046,2.121,10171,1,500,-1,8
"1100",3.34,1.25,10171,1,500,1,8
"1101",-2.645,2.083,10171,1,500,-1,7
"1102",2.734,1.326,10171,1,500,1,7
"1103",-1.872,2.448,10171,1,500,-1,6
"1104",6.876,3.799,10171,1,500,1,6
"1105",-3.501,3.017,10171,1,500,-1,5
"1106",4.7,9.569,10171,1,500,1,5
"1107",-4.559,2.203,10171,1,500,-1,4
"1108",0.796,1.496,10171,1,500,1,4
"1109",-0.516,0.291,10171,1,500,-1,3
"1110",1.909,0.96,10171,1,500,1,3
"1111",-4.224,1.075,10171,1,500,-1,2
"1112",-0.203,1.347,10171,1,500,1,2
"1113",-3.543,1.682,10171,1,500,-1,1
"1114",1.378,1.146,10171,1,500,1,1
"1115",-2.891,2.523,10184,1,500,-1,32
"1116",4.202,2.5,10184,1,500,1,32
"1117",-2.377,1.37,10184,1,500,-1,30
"1118",1.401,0.99,10184,1,500,1,30
"1119",-4.376,3.984,10184,1,500,-1,29
"1120",9.364,3.631,10184,1,500,1,29
"1121",-1.13,1.4,10184,1,500,-1,28
"1122",3.267,0.937,10184,1,500,1,28
"1123",2.179,2.182,10184,1,500,-1,27
"1124",8.854,2.344,10184,1,500,1,27
"1125",-3.199,2.399,10184,1,500,-1,26
"1126",3.035,1.562,10184,1,500,1,26
"1127",-1.353,1.448,10184,1,500,-1,25
"1128",3.093,0.806,10184,1,500,1,25
"1129",-1.641,0.404,10184,1,500,-1,24
"1130",-0.25,0.44,10184,1,500,1,24
"1131",-1.147,0.472,10184,1,500,-1,23
"1132",0.089,0.451,10184,1,500,1,23
"1133",3.773,2.418,10184,1,500,-1,22
"1134",11.543,2.794,10184,1,500,1,22
"1135",-2.472,4.662,10184,1,500,-1,21
"1136",1.83,1.729,10184,1,500,1,21
"1137",-0.405,0.492,10184,1,500,-1,19
"1138",1.209,0.707,10184,1,500,1,19
"1139",1.239,1.385,10184,1,500,-1,18
"1140",4.583,0.798,10184,1,500,1,18
"1141",-4.288,1.387,10184,1,500,-1,17
"1142",1.273,2.013,10184,1,500,1,17
"1143",-6.699,1.717,10184,1,500,-1,16
"1144",1.691,3.372,10184,1,500,1,16
"1145",-3.348,2.25,10184,1,500,-1,15
"1146",2.048,2.321,10184,1,500,1,15
"1147",1.881,1.476,10184,1,500,-1,14
"1148",6.505,1.376,10184,1,500,1,14
"1149",-1.81,0.962,10184,1,500,-1,13
"1150",2.743,0.839,10184,1,500,1,13
"1151",-2.619,1.321,10184,1,500,-1,12
"1152",1.122,1.04,10184,1,500,1,12
"1153",-3.482,1.293,10184,1,500,-1,11
"1154",0.931,1.98,10184,1,500,1,11
"1155",-1.364,1.462,10184,1,500,-1,10
"1156",3.758,2.064,10184,1,500,1,10
"1157",-5.231,1.821,10184,1,500,-1,9
"1158",0.031,2.251,10184,1,500,1,9
"1159",-5.417,1.145,10184,1,500,-1,8
"1160",-1.704,1.051,10184,1,500,1,8
"1161",-2.923,0.595,10184,1,500,-1,7
"1162",-0.175,0.961,10184,1,500,1,7
"1163",-3.223,5.546,10184,1,500,-1,6
"1164",0.761,1.667,10184,1,500,1,6
"1165",-1.692,2.838,10184,1,500,-1,5
"1166",4.028,1.67,10184,1,500,1,5
"1167",-2.008,1.639,10184,1,500,-1,4
"1168",1.531,1.13,10184,1,500,1,4
"1169",-1.037,0.743,10184,1,500,-1,3
"1170",0.72,0.681,10184,1,500,1,3
"1171",-1.084,0.837,10184,1,500,-1,2
"1172",1.572,0.923,10184,1,500,1,2
"1173",-5.49,3.025,10184,1,500,-1,1
"1174",1.674,1.348,10184,1,500,1,1
"1175",-1.837,1.129,10374,1,500,-1,69
"1176",1.22,0.865,10374,1,500,1,69
"1177",-5.889,0.978,10374,1,500,-1,68
"1178",-0.434,2.373,10374,1,500,1,68
"1179",-4.63,1.45,10374,1,500,-1,67
"1180",0.454,0.969,10374,1,500,1,67
"1181",-5.425,1.204,10374,1,500,-1,66
"1182",-0.256,2.059,10374,1,500,1,66
"1183",-1.664,2.206,10374,1,500,-1,65
"1184",5.175,1.84,10374,1,500,1,65
"1185",-3.554,1.583,10374,1,500,-1,64
"1186",3.108,2.186,10374,1,500,1,64
"1187",0.419,2.415,10374,1,500,-1,63
"1188",6.077,1.395,10374,1,500,1,63
"1189",-6.546,1.578,10374,1,500,-1,62
"1190",-0.809,2.928,10374,1,500,1,62
"1191",-4.898,2.125,10374,1,500,-1,61
"1192",1.482,2.85,10374,1,500,1,61
"1193",-0.17,1.917,10374,1,500,-1,60
"1194",0.157,9.616,10374,1,500,1,60
"1195",-2.645,1.434,10374,1,500,-1,59
"1196",0.25,1.304,10374,1,500,1,59
"1197",-3.404,1.815,10374,1,500,-1,58
